,maximum price for this item in all shops,the shops id that sold this item at maximum price,amount in all months
1162,755.0,55,81.0
1163,755.0,55,9.0
1164,840.0,25,7.0
1165,2200.0,24,11.0
1166,3870.0,25,4.0
1167,1100.0,25,13.0
1168,1750.0,25,9.0
1169,3490.0,55,2.0
1170,2995.0,55,2.0
1171,1990.0,55,7.0
1172,3490.0,55,4.0
1173,990.0,55,6.0
1174,1590.0,55,9.0
1175,990.0,55,21.0
1176,1100.0,24,5.0
1177,1590.0,55,15.0
1178,1750.0,31,1.0
1179,1990.0,55,7.0
1180,2190.0,22,5.0
1181,2190.0,55,1.0
1182,3490.0,55,5.0
1183,3490.0,55,3.0
1185,6650.0,22,2.0
1186,1340.0,55,2.0
1187,1490.0,24,10.0
1188,2800.0,55,2.0
1189,3890.0,55,7.0
1190,4390.0,24,11.0
1191,250.0,55,2.0
1192,1500.0,12,4.0
1194,249.0,35,7.0
1195,299.0,28,3.0
1196,299.0,54,10.0
1197,299.0,27,9.0
1198,249.0,54,1.0
1199,249.0,42,12.0
1200,1099.0,25,1.0
1201,299.0,31,84.0
1202,2049.0,57,5.0
1203,649.0,25,7.0
1204,299.0,31,43.0
1205,1499.0,25,9.0
1206,849.0,28,6.0
1207,899.0,25,1.0
1208,1499.0,54,3.0
1209,1349.0,25,2.0
1210,799.0,6,1.0
1211,1549.0,54,2.0
1212,499.0,25,1.0
1213,499.0,54,1.0
1214,899.0,6,1.0
1215,2049.0,31,3.0
1216,299.0,54,8.0
1217,299.0,54,11.0
1218,999.0,54,3.0
1219,349.0,25,3.0
1220,1949.0,31,1.0
1221,899.0,57,1.0
1222,299.0,31,7.0
1223,349.0,25,5.0
1224,449.0,28,45.0
1225,899.0,54,2.0
1226,299.0,28,11.0
1227,299.0,25,12.0
1228,1849.0,25,4.0
1229,1599.0,54,4.0
1230,1149.0,57,1.0
1231,1949.0,18,2.0
1232,2999.0,25,20.0
1233,1499.0,25,74.0
1234,499.0,54,1.0
1235,299.0,28,34.0
1236,299.0,31,18.0
1237,1749.0,6,1.0
1238,1699.0,54,2.0
1239,349.0,28,27.0
1240,1899.0,4,1.0
1241,299.0,28,27.0
1242,1798.0,24,1.0
1243,449.0,25,21.0
1244,198.0,54,2.0
1245,399.0,54,3.0
1247,299.0,25,34.0
1248,1299.0,25,4.0
1249,299.0,31,145.0
1250,1499.0,25,11.0
1251,649.0,54,3.0
1255,1049.0,25,6.0
1256,149.0,25,28.0
1257,299.0,31,31.0
1258,299.0,54,1.0
1259,299.0,54,4.0
1260,1548.0,54,6.0
1261,399.0,31,8.0
1262,899.0,6,1.0
1263,399.0,54,1.0
1264,299.0,54,1.0
1265,799.0,54,1.0
1266,299.0,31,8.0
1267,58.0,54,1.0
1268,299.0,25,4.0
1269,299.0,54,2.0
1270,299.0,31,13.0
1271,249.0,42,2.0
1272,199.0,54,5.0
1273,199.0,54,6.0
1274,248.0,28,1.0
1275,249.0,6,10.0
1276,249.0,14,1.0
1277,299.0,37,1.0
1278,299.0,54,1.0
1279,299.0,25,4.0
1280,98.0,42,2.0
1281,98.0,54,1.0
1282,299.0,25,7.0
1283,299.0,6,5.0
1285,399.0,31,40.0
1286,999.0,25,8.0
1287,149.0,57,20.0
1288,399.0,57,26.0
1289,169.0,57,25.0
1290,349.0,42,8.0
1291,299.0,54,5.0
1292,1299.0,25,19.0
1293,349.0,31,21.0
1294,1399.0,6,9.0
1295,1549.0,6,2.0
1296,1549.0,6,2.0
1297,1399.0,6,9.0
1298,1399.0,6,4.0
1299,1399.0,6,5.0
1300,999.0,6,3.0
1301,299.0,25,7.0
1302,299.0,27,41.0
1303,299.0,28,26.0
1304,299.0,28,11.0
1305,299.0,54,70.0
1306,299.0,28,71.0
1307,349.0,42,26.0
1308,249.0,28,6.0
1309,299.0,54,11.0
1310,249.0,25,57.0
1311,249.0,18,2.0
1312,699.0,57,2.0
1313,299.0,54,4.0
1314,249.0,31,1.0
1315,449.0,54,25.0
1316,349.0,54,1.0
1317,299.0,54,3.0
1318,299.0,25,19.0
1319,299.0,28,32.0
1320,299.0,25,3.0
1321,299.0,54,6.0
1322,299.0,31,24.0
1323,8949.0,25,2.0
1324,749.0,28,27.0
1325,449.0,25,16.0
1326,299.0,54,12.0
1327,1699.0,28,1.0
1328,2249.0,25,8.0
1329,549.0,31,42.0
1330,2299.0,6,3.0
1331,299.0,54,3.0
1332,499.0,31,51.0
1333,2349.0,25,20.0
1334,2699.0,31,1.0
1335,649.0,56,1.0
1336,2249.0,23,1.0
1337,299.0,31,15.0
1338,198.0,54,1.0
1339,349.0,29,2.0
1340,349.0,31,4.0
1341,349.0,44,3.0
1342,279.0,31,9.0
1343,98.0,4,1.0
1344,299.0,18,1.0
1345,6990.0,22,1.0
1346,4990.0,57,1.0
1347,419.3,26,2.0
1348,58.0,22,1.0
1349,21990.0,14,1.0
1350,1600.0,55,4.0
1351,2500.0,55,1.0
1352,1700.0,55,7.0
1353,2700.0,55,1.0
1354,1700.0,55,1.0
1355,2700.0,55,1.0
1356,1015.0,22,9.0
1357,1015.0,12,14.0
1358,850.0,43,1.0
1359,1699.0,28,2.0
1360,199.0,55,7.0
1361,4990.0,16,1.0
1362,98.0,38,3.0
1363,28.0,50,1.0
1364,649.0,31,100.0
1365,699.0,55,66.0
1366,599.0,55,17.0
1367,599.0,55,23.0
1368,399.0,55,3.0
1369,399.0,55,10.0
1370,449.0,57,3.0
1371,1399.0,18,2.0
1372,1399.0,18,2.0
1373,349.0,55,44.0
1374,199.0,55,27.0
1375,449.0,42,6.0
1376,449.0,55,11.0
1377,1299.0,31,49.0
1378,849.0,47,1.0
1379,249.0,55,16.0
1380,299.0,55,83.0
1381,299.0,45,1.0
1382,98.0,22,1.0
1383,999.0,55,10.0
1384,699.0,31,103.0
1385,999.0,55,100.0
1387,999.0,31,57.0
1388,2499.0,25,30.0
1389,2999.0,25,91.0
1390,2499.0,25,22.0
1391,2999.0,42,16.0
1392,699.0,55,11.0
1393,50.0,55,2.0
1395,198.0,23,2.0
1396,299.0,55,15.0
1397,999.0,42,2.0
1398,599.0,31,159.0
1399,299.0,55,1.0
1400,199.0,55,1.0
1401,579.0,55,3.0
1402,1999.0,42,37.0
1403,3999.0,43,10.0
1404,3999.0,49,5.0
1405,299.0,55,9.0
1406,999.0,31,161.0
1407,2499.0,31,79.0
1408,2499.0,31,38.0
1409,1399.0,25,7.0
1410,1399.0,25,3.0
1411,159.0,31,224.0
1412,1499.0,57,17.0
1413,1499.0,25,9.0
1414,1499.0,31,13.0
1415,1999.0,31,5.0
1416,1499.0,28,18.0
1417,1499.0,18,6.0
1418,349.0,15,24.0
1419,349.0,7,26.0
1420,349.0,31,33.0
1421,349.0,31,34.0
1422,28.0,6,1.0
1423,599.0,54,7.0
1424,599.0,55,30.0
1425,299.0,55,16.0
1426,199.0,55,1.0
1427,199.0,55,1.0
1428,99.0,55,1.0
1429,799.0,55,8.0
1430,698.0,2,1.0
1431,399.0,55,6.0
1432,899.0,55,54.0
1433,2499.0,55,3.0
1435,1999.0,55,3.0
1438,349.0,31,23.0
1439,1000.0,31,113.0
1440,1500.0,31,147.0
1441,500.0,31,135.0
1442,1599.0,25,9.0
1443,669.0,31,9.0
1444,299.0,31,11.0
1445,1299.0,31,10.0
1446,1299.0,31,4.0
1447,55.0,10,1.0
1448,599.0,9,151.0
1449,599.0,31,72.0
1450,1999.0,27,14.0
1451,1138.0,10,1.0
1452,1398.0,6,3.0
1453,2199.0,25,7.0
1454,2199.0,57,5.0
1455,698.0,6,2.0
1456,1199.0,54,1.0
1457,997.5,31,1.0
1458,698.0,31,1.0
1459,1999.0,31,105.0
1460,1999.0,31,101.0
1461,2499.0,31,28.0
1462,2499.0,31,26.0
1463,1299.0,28,9.0
1464,999.0,28,12.0
1465,999.0,31,13.0
1466,999.0,28,14.0
1467,1199.0,31,73.0
1468,1099.0,3,11.0
1469,1199.0,31,12.0
1470,699.0,31,216.0
1471,2599.0,28,155.0
1472,2599.0,25,41.0
1473,2599.0,54,51.0
1474,499.0,55,4.0
1475,899.0,31,28.0
1476,999.0,31,23.0
1477,2599.0,28,18.0
1478,2599.0,28,17.0
1479,449.0,31,43.0
1480,499.0,25,99.0
1481,1999.0,31,91.0
1482,549.0,31,33.0
1483,1399.0,28,89.0
1484,1199.0,31,22.0
1485,2599.0,31,58.0
1486,2199.0,28,48.0
1487,99.0,55,14.0
1488,75.0,55,7.0
1489,38.0,55,12.0
1490,99.0,55,13.0
1491,119.0,55,8.0
1492,75.0,55,15.0
1493,75.0,55,21.0
1494,159.0,55,40.0
1495,699.0,31,350.0
1496,2799.0,28,97.0
1497,2599.0,28,51.0
1498,4599.0,12,134.0
1499,5999.0,12,34.0
1500,5999.0,26,6.0
1501,2999.0,31,82.0
1502,2599.0,12,255.0
1503,3999.0,12,27.0
1504,3999.0,12,18.0
1505,999.0,55,61.0
1506,429.0,55,131.0
1507,1799.0,12,43.0
1508,3199.0,25,4.0
1509,3199.0,12,3.0
1510,799.0,55,46.0
1511,799.0,31,298.0
1512,2599.0,28,232.0
1513,2599.0,31,97.0
1514,2999.0,25,28.0
1515,2499.0,31,13.0
1516,299.0,12,564.0
1517,199.0,12,29.0
1518,38.0,55,16.0
1519,499.0,55,44.0
1520,1999.0,54,5.0
1521,1649.5,26,1.0
1522,1313.0,0,1.0
1523,799.0,7,108.0
1524,2999.0,12,24.0
1525,649.0,14,3.0
1526,630.0,1,1.0
1527,999.0,25,22.0
1528,649.0,25,11.0
1529,2199.0,7,1.0
1530,199.0,43,6.0
1531,949.0,59,12.0
1532,1313.0,10,1.0
1533,630.0,1,1.0
1534,1299.0,28,20.0
1535,1999.0,28,37.0
1536,1799.0,19,2.0
1537,999.0,28,10.0
1538,999.0,31,20.0
1539,1799.0,35,13.0
1540,1999.0,42,59.0
1541,1999.0,42,42.0
1542,3799.0,25,32.0
1543,3799.0,21,5.0
1544,6999.0,42,77.0
1545,7499.0,12,34.0
1546,7499.0,12,5.0
1547,5599.0,12,23.0
1548,4499.0,12,87.0
1549,4999.0,12,46.0
1550,4999.0,6,6.0
1551,999.0,55,27.0
1552,1799.0,55,55.0
1553,1999.0,55,29.0
1554,174.0,55,21.0
1555,1799.0,31,206.0
1556,2999.0,25,257.0
1557,2999.0,42,28.0
1558,1299.0,55,29.0
1559,1799.0,55,76.0
1560,1799.0,31,12.0
1561,1799.0,55,1.0
1562,1799.0,55,15.0
1563,1799.0,31,50.0
1564,2999.0,31,105.0
1565,2999.0,28,56.0
1566,1999.0,55,15.0
1567,1999.0,55,57.0
1568,1999.0,12,161.0
1569,2999.0,12,69.0
1570,2999.0,12,42.0
1571,999.0,28,11.0
1572,999.0,28,17.0
1573,3299.0,55,13.0
1576,1999.0,55,11.0
1578,8999.0,42,41.0
1579,8999.0,25,3.0
1581,4499.0,25,18.0
1582,4499.0,44,1.0
1583,3999.0,25,64.0
1584,3999.0,28,6.0
1586,5999.0,42,26.0
1587,5999.0,42,3.0
1588,599.0,55,72.0
1589,699.0,55,7.0
1590,2599.0,8,1.0
1591,3999.0,7,1.0
1592,3999.0,30,1.0
1593,1799.0,25,2.0
1594,3199.0,43,1.0
1595,2599.0,41,3.0
1596,2599.0,37,2.0
1597,469.0,42,2.0
1598,1999.0,31,15.0
1599,399.0,55,5.0
1600,498.0,25,1.0
1601,398.0,7,2.0
1602,398.0,52,1.0
1603,1798.0,28,3.0
1604,1398.0,19,2.0
1605,4890.0,42,1.0
1606,3690.0,6,1.0
1607,6490.0,24,8.0
1608,1199.0,25,7.0
1609,2349.0,6,11.0
1610,599.0,31,19.0
1611,449.0,25,25.0
1612,949.0,25,1.0
1613,349.0,16,1.0
1614,299.0,54,1.0
1615,649.0,54,1.0
1616,349.0,31,1.0
1617,1399.0,4,1.0
1618,1549.0,6,2.0
1619,2349.0,25,6.0
1620,299.0,31,9.0
1621,349.0,6,4.0
1622,1799.0,6,1.0
1623,1199.0,54,2.0
1624,299.0,31,23.0
1625,1549.0,6,1.0
1626,399.0,39,1.0
1627,299.0,31,5.0
1628,3899.0,25,3.0
1629,8549.0,31,3.0
1630,2399.0,25,5.0
1631,2399.0,54,4.0
1632,1199.0,54,2.0
1633,1399.0,25,1.0
1634,1199.0,25,3.0
1635,899.0,54,8.0
1636,749.0,54,2.0
1637,849.0,54,5.0
1638,749.0,22,1.0
1639,849.0,57,1.0
1640,749.0,54,1.0
1641,849.0,54,4.0
1642,2399.4,31,1.0
1643,749.0,54,1.0
1644,849.0,54,3.0
1645,949.0,54,13.0
1646,749.0,25,2.0
1647,849.0,31,2.0
1648,749.0,22,1.0
1649,849.0,54,1.0
1650,899.0,6,4.0
1651,1349.0,25,6.0
1652,10999.0,31,1.0
1653,10999.0,31,5.0
1654,749.0,22,1.0
1655,849.0,54,4.0
1656,849.0,28,6.0
1657,249.0,25,11.0
1658,299.0,54,3.0
1659,649.0,25,1.0
1660,299.0,54,3.0
1661,399.0,25,1.0
1662,949.0,25,1.0
1663,1949.0,25,4.0
1664,2549.0,18,1.0
1665,299.0,54,5.0
1666,1049.0,25,4.0
1667,299.0,31,2.0
1668,899.0,25,2.0
1669,1549.0,19,1.0
1670,549.0,31,38.0
1671,299.0,25,7.0
1672,299.0,57,7.0
1673,449.0,25,31.0
1674,449.0,42,2.0
1675,299.0,28,8.0
1676,299.0,25,5.0
1677,298.0,50,2.0
1678,58.0,56,1.0
1680,28.0,54,1.0
1681,58.0,25,2.0
1682,449.0,25,10.0
1684,299.0,57,8.0
1685,28.0,25,1.0
1686,349.0,31,143.0
1687,2299.0,25,18.0
1688,899.0,54,23.0
1689,1749.0,6,2.0
1690,1299.0,25,1.0
1691,599.0,16,1.0
1692,599.0,16,1.0
1693,1099.0,16,1.0
1694,1099.0,16,1.0
1695,1099.0,16,1.0
1696,1099.0,16,1.0
1697,1299.0,25,1.0
1698,1099.0,16,1.0
1699,899.0,52,1.0
1700,599.0,16,1.0
1701,1199.0,25,7.0
1702,599.0,16,1.0
1703,1749.0,28,3.0
1704,1099.0,25,1.0
1705,599.0,16,1.0
1706,599.0,16,1.0
1707,1149.0,16,1.0
1708,2299.0,31,4.0
1709,749.0,16,1.0
1710,949.0,25,3.0
1711,1099.0,25,1.0
1712,299.0,31,14.0
1713,1399.0,25,4.0
1714,749.0,54,2.0
1715,299.0,31,9.0
1716,349.0,42,10.0
1717,299.0,31,40.0
1718,399.0,31,9.0
1719,649.0,7,1.0
1720,299.0,25,5.0
1721,2299.0,25,2.0
1722,399.0,31,11.0
1723,299.0,31,13.0
1724,699.0,25,3.0
1725,299.0,31,17.0
1726,249.0,25,5.0
1727,249.0,17,10.0
1728,249.0,17,5.0
1729,299.0,31,25.0
1730,349.0,28,3.0
1731,299.0,31,7.0
1733,349.0,25,4.0
1734,399.0,31,19.0
1735,349.0,31,56.0
1736,299.0,54,9.0
1737,349.0,25,3.0
1738,299.0,44,6.0
1739,349.0,25,5.0
1740,349.0,31,65.0
1741,349.0,31,66.0
1742,349.0,54,6.0
1743,349.0,31,17.0
1744,299.0,31,35.0
1745,1449.0,6,2.0
1746,1449.0,54,4.0
1747,1449.0,6,2.0
1748,849.0,25,1.0
1749,521.0,35,1.0
1750,549.0,54,9.0
1751,299.0,31,8.0
1752,299.0,31,10.0
1753,299.0,31,21.0
1754,199.0,31,16.0
1755,199.2,31,1.0
1756,299.0,31,18.0
1757,699.0,42,8.0
1758,1499.0,25,4.0
1759,299.0,56,4.0
1760,28.0,23,1.0
1761,299.0,31,15.0
1762,199.0,31,23.0
1763,249.0,31,16.0
1764,199.0,25,1.0
1765,28.0,54,2.0
1766,299.0,44,5.0
1767,299.0,31,27.0
1768,399.0,31,4.0
1769,299.0,54,1.0
1770,599.0,50,1.0
1771,429.0,55,3.0
1772,99.0,55,3.0
1773,39.0,55,2.0
1774,39.0,55,3.0
1775,549.0,31,14.0
1776,299.0,25,12.0
1777,299.0,25,20.0
1778,299.0,31,17.0
1779,349.0,25,4.0
1780,98.0,54,2.0
1781,299.0,31,8.0
1782,599.0,18,10.0
1783,399.0,25,5.0
1784,139.0,55,6.0
1785,298.0,22,1.0
1786,999.0,14,2.0
1787,999.0,50,1.0
1788,999.0,25,6.0
1789,299.0,55,49.0
1790,1799.0,28,17.0
1791,1799.0,42,22.0
1792,419.0,55,25.0
1793,1049.0,55,29.0
1794,419.0,55,23.0
1795,1999.0,31,32.0
1796,249.0,55,3.0
1797,84.0,55,1.0
1798,419.0,55,15.0
1799,1299.0,57,15.0
1800,549.0,25,27.0
1801,1499.0,24,4.0
1802,1499.0,25,3.0
1803,499.0,25,21.0
1804,1299.0,26,1.0
1805,248.0,37,1.0
1806,141.0,10,1.0
1807,498.0,22,3.0
1808,188.0,0,1.0
1809,599.0,31,196.0
1810,999.0,31,85.0
1811,2345.15384615,42,80.0
1812,2339.0,42,35.0
1813,999.0,31,23.0
1814,3599.0,25,146.0
1815,3599.0,12,7.0
1816,5999.0,12,65.0
1817,5999.0,12,9.0
1818,1573.0,55,49.0
1819,1499.0,55,4.0
1820,699.0,55,18.0
1821,29.0,7,3.0
1822,28.0,30,1.0
1823,599.0,31,26.0
1824,599.0,31,93.0
1825,599.0,31,40.0
1826,599.0,28,40.0
1827,1999.0,45,1.0
1828,1499.0,55,87.0
1829,1499.0,6,67.0
1830,599.0,31,508.0
1831,999.0,55,113.0
1832,1999.0,28,75.0
1833,1999.0,31,64.0
1834,299.0,31,32.0
1835,1999.0,31,98.0
1836,2599.0,31,59.0
1837,2599.0,31,40.0
1838,998.0,31,1.0
1839,799.0,55,32.0
1840,799.0,42,1.0
1841,299.0,55,10.0
1842,299.0,55,16.0
1843,299.0,55,9.0
1844,299.0,55,9.0
1845,299.0,55,19.0
1846,1199.0,57,28.0
1847,1199.0,31,46.0
1848,1199.0,55,62.0
1849,1199.0,31,329.0
1850,2499.0,42,78.0
1851,2499.0,31,53.0
1852,1799.0,55,252.0
1853,1799.0,31,111.0
1854,1199.0,55,199.0
1855,1199.0,31,624.0
1856,2499.0,28,193.0
1857,2599.0,25,199.0
1858,2499.0,28,119.0
1859,2599.0,27,18.0
1860,799.0,55,10.0
1861,799.0,55,11.0
1862,599.0,55,6.0
1863,599.0,55,6.0
1865,2999.0,31,64.0
1866,2999.0,27,12.0
1868,799.0,55,15.0
1869,799.0,7,13.0
1870,798.5,28,1.0
1871,299.0,57,123.0
1872,299.0,55,34.0
1873,1199.0,2,1.0
1874,299.0,54,23.0
1875,1999.0,55,298.0
1876,2599.0,47,60.0
1877,3599.0,25,68.0
1878,2599.0,28,34.0
1879,3599.0,21,14.0
1880,2999.0,12,7.0
1881,3999.0,42,56.0
1882,2999.0,12,5.0
1883,3999.0,12,5.0
1886,299.0,55,16.0
1887,698.0,44,1.0
1888,299.0,55,5.0
1889,599.0,31,16.0
1890,599.0,57,28.0
1891,1334.0,1,1.0
1892,2199.0,27,7.0
1893,1999.0,7,2.0
1894,599.0,31,35.0
1895,599.0,57,45.0
1896,249.0,25,5.0
1897,249.0,25,4.0
1898,249.0,25,4.0
1899,249.0,16,1.0
1900,249.0,22,2.0
1901,249.0,25,2.0
1902,249.0,3,1.0
1903,249.0,54,2.0
1904,249.0,31,18.0
1905,249.0,31,280.0
1906,249.0,22,3.0
1907,249.0,22,3.0
1908,249.0,25,10.0
1909,249.0,56,1.0
1910,249.0,16,1.0
1911,249.0,31,86.0
1912,249.0,25,15.0
1913,249.0,31,41.0
1914,249.0,31,68.0
1915,249.0,31,147.0
1916,249.0,31,458.0
1917,249.0,6,1.0
1918,249.0,25,5.0
1919,98.0,18,1.0
1920,249.0,31,26.0
1921,249.0,31,168.0
1922,249.0,25,2.0
1923,249.0,31,14.0
1924,249.0,25,1.0
1925,249.0,7,5.0
1926,249.0,31,3.0
1927,99.0,55,14.0
1928,998.0,24,1.0
1929,75.0,55,27.0
1930,25.0,55,1.0
1931,248.0,6,3.0
1932,1499.0,14,2.0
1933,1328.0,1,1.0
1934,419.0,55,2.0
1935,249.0,55,1.0
1936,849.0,55,23.0
1937,599.0,31,194.0
1938,999.0,55,39.0
1939,999.0,31,199.0
1940,1999.0,25,71.0
1941,1999.0,25,58.0
1942,3299.0,42,9.0
1943,3299.0,12,3.0
1944,5799.0,42,14.0
1945,5799.0,42,9.0
1946,999.0,25,44.0
1947,148.0,18,1.0
1948,99.0,55,5.0
1949,279.0,55,4.0
1950,249.0,55,16.0
1951,249.0,55,10.0
1952,498.0,22,1.0
1953,1799.0,25,9.0
1954,1799.0,52,1.0
1955,58.0,4,1.0
1956,399.0,47,13.0
1957,298.0,2,1.0
1958,99.0,57,10.0
1959,1166.0,10,1.0
1960,936.97,6,1.0
1961,58.0,22,1.0
1962,1999.0,26,2.0
1963,599.0,25,6.0
1964,599.0,55,7.0
1965,3499.0,12,2.0
1966,248.0,28,1.0
1967,249.0,55,17.0
1968,249.0,31,31.0
1969,3999.0,42,119.0
1970,8999.0,12,28.0
1971,4499.0,12,191.0
1972,698.0,6,1.0
1973,948.0,51,2.0
1974,473.0,51,1.0
1975,198.0,54,1.0
1976,98.0,54,1.0
1977,148.0,12,1.0
1978,398.0,12,1.0
1979,398.0,12,1.0
1980,998.0,12,1.0
1981,99.0,55,7.0
1982,999.0,55,22.0
1983,999.0,25,9.0
1984,2378.5,25,1.0
1985,2599.0,42,16.0
1986,2599.0,6,4.0
1987,599.0,6,44.0
1988,1299.0,31,59.0
1989,150.0,55,25.0
1990,149.0,55,7.0
1991,249.0,55,18.0
1992,999.0,31,13.0
1993,399.0,55,28.0
1994,169.0,55,21.0
1995,99.0,55,15.0
1996,49.0,55,27.0
1997,249.0,55,2.0
1998,169.0,55,6.0
1999,149.0,55,3.0
2000,49.0,55,38.0
2001,49.0,55,40.0
2002,49.0,55,63.0
2003,49.0,55,94.0
2004,49.0,55,40.0
2005,29.0,55,29.0
2006,29.0,55,7.0
2007,29.0,55,51.0
2008,29.0,55,19.0
2009,29.0,55,2.0
2010,49.0,55,25.0
2011,29.0,55,17.0
2012,29.0,55,14.0
2013,49.0,55,9.0
2014,29.0,55,19.0
2015,29.0,55,20.0
2016,49.0,55,22.0
2017,29.0,55,13.0
2018,29.0,55,14.0
2019,29.0,55,7.0
2020,49.0,55,26.0
2021,29.0,55,29.0
2022,29.0,55,20.0
2023,29.0,55,13.0
2024,29.0,55,14.0
2025,29.0,55,7.0
2026,29.0,55,6.0
2027,29.0,55,4.0
2028,49.0,55,11.0
2029,49.0,55,15.0
2030,1499.0,55,38.0
2031,2299.0,27,14.0
2032,2299.0,27,10.0
2033,149.0,55,2.0
2034,749.0,55,6.0
2035,3499.0,25,21.0
2036,3499.0,28,5.0
2037,1199.0,55,11.0
2038,1999.0,55,22.0
2039,1399.0,42,58.0
2040,2999.0,31,21.0
2041,2999.0,25,7.0
2042,659.0,55,210.0
2043,249.0,55,1.0
2044,249.0,55,1.0
2045,249.0,55,2.0
2046,129.0,55,2.0
2047,549.0,31,93.0
2048,499.0,55,30.0
2049,1999.0,25,9.0
2050,2499.0,25,12.0
2051,149.0,55,14.0
2052,28.0,22,1.0
2053,28.0,22,1.0
2054,148.0,22,1.0
2055,236.0,1,1.0
2056,1901.0,10,1.0
2057,1398.0,26,1.0
2058,198.0,25,1.0
2059,1599.0,31,7.0
2060,245.99,55,11.0
2061,349.0,6,1.0
2062,899.0,42,3.0
2063,999.0,38,4.0
2064,599.0,6,1.0
2065,449.0,55,1.0
2066,199.0,55,1.0
2067,1399.0,18,7.0
2068,299.0,25,5.0
2069,299.0,55,6.0
2070,599.0,31,131.0
2071,999.0,12,7.0
2072,2699.0,54,14.0
2073,2699.0,25,11.0
2074,58.0,26,2.0
2075,299.0,55,13.0
2076,299.0,25,5.0
2077,299.0,31,8.0
2078,499.0,31,32.0
2079,399.0,25,3.0
2080,229.0,54,1.0
2081,1849.0,6,2.0
2082,299.0,31,9.0
2083,299.0,23,1.0
2084,199.0,31,24.0
2085,1399.0,28,5.0
2086,299.0,6,10.0
2087,299.0,25,9.0
2088,1749.0,6,3.0
2089,299.0,25,5.0
2090,549.0,31,45.0
2091,1999.0,25,2.0
2092,599.0,25,2.0
2093,299.0,54,5.0
2094,98.0,27,2.0
2095,899.0,54,1.0
2096,899.0,54,1.0
2097,599.0,54,2.0
2098,949.0,6,1.0
2099,499.0,28,62.0
2100,349.0,28,50.0
2101,949.0,42,7.0
2102,349.0,25,7.0
2103,449.0,31,7.0
2104,449.0,31,58.0
2105,1049.0,25,4.0
2106,549.0,31,8.0
2107,149.0,25,4.0
2108,199.0,25,8.0
2109,199.0,54,12.0
2110,299.0,31,14.0
2111,199.0,54,4.0
2112,1799.0,19,1.0
2113,1299.0,25,1.0
2114,1599.0,25,4.0
2115,248.0,25,1.0
2116,1199.0,54,2.0
2117,279.0,25,12.0
2118,2299.0,12,1.0
2119,1199.0,25,4.0
2120,399.0,54,2.0
2121,399.0,54,3.0
2122,1499.0,25,17.0
2123,299.0,25,9.0
2124,599.0,31,25.0
2125,298.0,14,4.0
2126,148.0,23,1.0
2127,148.0,25,1.0
2128,649.0,54,1.0
2129,299.0,25,18.0
2130,749.0,42,5.0
2131,349.0,25,4.0
2132,299.0,28,2.0
2133,249.0,30,1.0
2134,28.0,57,1.0
2135,399.0,31,33.0
2136,1099.0,31,13.0
2137,1099.0,31,11.0
2138,280.0,12,1.0
2139,299.0,54,7.0
2140,349.0,31,107.0
2141,2400.0,12,4.0
2142,698.0,25,1.0
2143,1199.0,25,1.0
2144,299.0,31,11.0
2145,299.0,31,4.0
2146,1799.0,18,5.0
2147,649.0,54,6.0
2148,299.0,31,5.0
2149,449.0,31,9.0
2150,399.0,6,5.0
2151,1099.0,25,1.0
2152,449.0,25,22.0
2153,2499.0,31,3.0
2154,1299.0,6,1.0
2155,198.0,25,1.0
2156,2049.0,6,6.0
2157,1099.0,6,2.0
2158,1549.0,18,4.0
2159,1849.0,28,8.0
2160,949.0,6,7.0
2161,1199.0,54,7.0
2162,299.0,31,5.0
2163,299.0,25,39.0
2164,2799.0,6,8.0
2165,1049.0,54,1.0
2166,3199.0,25,2.0
2167,599.0,28,3.0
2168,749.0,25,7.0
2169,949.0,6,1.0
2170,1049.0,54,1.0
2171,349.0,31,5.0
2172,599.0,54,1.0
2173,649.0,54,3.0
2174,299.0,25,10.0
2175,199.0,31,4.0
2176,249.0,54,10.0
2177,249.0,25,3.0
2178,249.0,50,4.0
2179,299.0,31,20.0
2180,1099.0,18,5.0
2181,399.0,31,14.0
2182,299.0,31,94.0
2183,2849.0,25,4.0
2184,299.0,6,9.0
2185,799.0,25,4.0
2186,1649.0,6,4.0
2187,449.0,25,11.0
2188,649.0,54,1.0
2189,299.0,25,16.0
2190,299.0,28,8.0
2191,1449.0,25,7.0
2192,899.0,6,2.0
2193,1299.0,52,1.0
2194,299.0,54,10.0
2195,399.0,25,8.0
2196,299.0,25,65.0
2197,1249.0,25,6.0
2198,299.0,54,9.0
2199,1449.0,25,1.0
2200,58.0,37,1.0
2201,299.0,31,3.0
2202,1099.0,25,3.0
2203,299.0,54,1.0
2204,1549.0,54,4.0
2205,1199.0,25,3.0
2206,499.0,31,20.0
2207,1049.0,6,1.0
2208,1199.0,25,3.0
2209,1499.0,6,6.0
2210,499.0,31,21.0
2211,1449.0,25,1.0
2212,1399.0,25,7.0
2213,1549.0,25,1.0
2214,999.0,25,7.0
2215,299.0,25,7.0
2216,299.0,25,5.0
2217,1299.0,37,1.0
2218,3990.0,24,16.0
2219,7390.0,12,10.0
2220,5690.0,24,9.0
2221,2490.0,24,15.0
2222,198.0,25,6.0
2223,299.0,54,7.0
2224,249.0,25,2.0
2225,299.0,25,8.0
2226,1549.0,6,1.0
2227,1299.0,25,1.0
2228,148.0,54,2.0
2229,1749.0,54,5.0
